lead_id,canonical_anchors,status,decision,reason,candidate_id,catalog_action,family_id
L0996,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L342-343[U006196],RESOLVED,fractal-dimension-observer,measures-pattern-scale-statistics,,not-serious-candidate,not-applicable
L0997,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L354-355[U006202];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L356-357[U006203];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L358-359[U006204],RESOLVED,parameter-space-observer,classifies-map-parameters-by-derived-set-properties,,not-serious-candidate,not-applicable
L0998,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L356-357[U006203];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L358-359[U006204],RESOLVED,parameter-space-observer,classifies-map-parameters-by-derived-set-properties,,not-serious-candidate,not-applicable
L0999,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L562-563[U006267],RESOLVED,multiway-string-rewrite,duplicate-generative-grammar-alias,,not-serious-candidate,not-applicable
L1000,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L574-578[U006273];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L579-582[U006274];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L583-584[U006275],RESOLVED,multidimensional-multiway-rewrite,duplicate-array-multiway-description,,not-serious-candidate,not-applicable
L1001,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L663-664[U006301];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L665-672[U006302];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L673-674[U006303];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L675-676[U006304],RESOLVED,local-template-constraint,substitution-derived-constraint-preset,,not-serious-candidate,not-applicable
L1002,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L663-664[U006301];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L665-672[U006302];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L673-674[U006303],RESOLVED,local-template-constraint,substitution-derived-constraint-preset,,not-serious-candidate,not-applicable
L1003,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L704-708[U006318];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L709-713[U006319],RESOLVED,energy-minimization-constraint,duplicate-spin-ground-state-description,,not-serious-candidate,not-applicable
L1004,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L704-708[U006318],RESOLVED,energy-minimization-constraint,duplicate-spin-ground-state-description,,not-serious-candidate,not-applicable
L1005,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L289-290[U001091];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L291-292[U001092];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L293-294[U001093];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L295-296[U001094];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L433-434[U006225],RESOLVED,network-layout-observer,node-positions-are-only-for-display,,not-serious-candidate,not-applicable
L1006,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L331-332[U001112];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L335-336[U001114];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L337-338[U001115],WEAK,behavior-property,node-count-irregularity-is-observed-behavior,,not-serious-candidate,not-applicable
L1007,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L320-321[U006187];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L322-325[U006188];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L326-327[U006189],RESOLVED,direct-evaluation-observer,complex-base-code-computes-a-geometric-pattern,,not-serious-candidate,not-applicable
L1008,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L377-378[U006211];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L379-383[U006212],WEAK,implementation-technique,network-representation-reachability-or-cleanup-helper,,not-serious-candidate,not-applicable
L1009,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L384-385[U006213];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L386-389[U006214],WEAK,implementation-technique,network-representation-reachability-or-cleanup-helper,,not-serious-candidate,not-applicable
L1010,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L390-391[U006215];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L392-397[U006216],WEAK,implementation-technique,network-representation-reachability-or-cleanup-helper,,not-serious-candidate,not-applicable
L1011,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L411-412[U006219];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L413-417[U006220],WEAK,implementation-technique,network-representation-reachability-or-cleanup-helper,,not-serious-candidate,not-applicable
L1012,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L418-419[U006221];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L420-424[U006222],WEAK,implementation-technique,network-representation-reachability-or-cleanup-helper,,not-serious-candidate,not-applicable
L1013,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L438-440[U006227];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L441-452[U006228],WEAK,domain-analogy,pointer-and-garbage-collection-comparison-is-an-analogy,,not-serious-candidate,not-applicable
L1014,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L470-471[U006234];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L472-473[U006235],RESOLVED,graph-dimension-observer,estimates-dimension-from-reachable-node-growth,,not-serious-candidate,not-applicable
L1015,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L554-555[U006263],RESOLVED,rewrite-state-graph-observer,cayley-graph-renders-rewrite-reachability,,not-serious-candidate,not-applicable
L1016,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L554-555[U006263],RESOLVED,rewrite-state-graph-observer,cayley-graph-renders-rewrite-reachability,,not-serious-candidate,not-applicable
L1017,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L554-555[U006263],RESOLVED,rewrite-state-graph-observer,cayley-graph-renders-rewrite-reachability,,not-serious-candidate,not-applicable
L1018,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L379-380[U001134],RESOLVED,multiway-string-rewrite,multiway-rule-preset,,not-serious-candidate,not-applicable
L1019,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L379-380[U001134],RESOLVED,multiway-string-rewrite,multiway-rule-preset,,not-serious-candidate,not-applicable
L1020,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L379-380[U001134],RESOLVED,multiway-string-rewrite,multiway-rule-preset,,not-serious-candidate,not-applicable
L1021,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L405-406[U001147],WEAK,behavior-example,reports-growth-of-a-multiway-rule-preset,,not-serious-candidate,not-applicable
L1022,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L405-406[U001147],WEAK,behavior-example,reports-growth-of-a-multiway-rule-preset,,not-serious-candidate,not-applicable
L1023,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L548-551[U006261];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L552-553[U006262],WEAK,behavior-example,reports-growth-of-a-multiway-rule-preset,,not-serious-candidate,not-applicable
L1024,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L556-557[U006264],WEAK,algebraic-property,group-or-semigroup-finiteness-is-a-property,,not-serious-candidate,not-applicable
L1025,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L556-557[U006264];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L558-559[U006265],WEAK,algebraic-property,group-or-semigroup-finiteness-is-a-property,,not-serious-candidate,not-applicable
L1026,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L562-563[U006267];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L564-565[U006268],RESOLVED,multiway-string-rewrite,generative-grammar-is-a-string-rewrite-alias,,not-serious-candidate,not-applicable
L1027,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L562-563[U006267];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L566-567[U006269],RESOLVED,multiway-string-rewrite,generative-grammar-is-a-string-rewrite-alias,,not-serious-candidate,not-applicable
L1028,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L562-563[U006267];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L568-569[U006270],RESOLVED,multiway-string-rewrite,generative-grammar-is-a-string-rewrite-alias,,not-serious-candidate,not-applicable
L1029,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L751-753[U006336];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L754-755[U006337],RESOLVED,finite-array-constraint,matrix-constraint-presets,,not-serious-candidate,not-applicable
L1030,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L477-478[U001183];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L479-480[U001184];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L481-482[U001185];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L483-484[U001186];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L485-486[U001187],RESOLVED,local-template-constraint,duplicate-template-constraint-figure,,not-serious-candidate,not-applicable
L1031,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L535-536[U001212],WEAK,constraint-space-property,negative-search-result-is-not-mechanics,,not-serious-candidate,not-applicable
L1032,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L597-598[U006281],WEAK,equation-property,linear-versus-nonlinear-equation-discussion,,not-serious-candidate,not-applicable
L1033,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L597-598[U006281],WEAK,equation-property,linear-versus-nonlinear-equation-discussion,,not-serious-candidate,not-applicable
L1034,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L597-598[U006281],WEAK,equation-property,linear-versus-nonlinear-equation-discussion,,not-serious-candidate,not-applicable
L1035,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L610-611[U006286];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L612-613[U006287];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L614-616[U006288],WEAK,cataloging-metadata,constraint-numbering-scheme-is-metadata,,not-serious-candidate,not-applicable
L1036,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L614-616[U006288];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L617-622[U006289],WEAK,implementation-technique,symmetry-pruning-is-a-search-optimization,,not-serious-candidate,not-applicable
L1037,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L623-624[U006290];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L625-628[U006291],RESOLVED,pattern-renderer,tessellation-is-a-compact-repetitive-pattern-display,,not-serious-candidate,not-applicable
L1038,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L743-744[U006332],RESOLVED,arithmetic-equation-constraint,diophantine-solution-set-preset,,not-serious-candidate,not-applicable
L1039,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L743-744[U006332],RESOLVED,arithmetic-equation-constraint,diophantine-solution-set-preset,,not-serious-candidate,not-applicable
L1040,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L595-596[U006280],WEAK,implementation-technique,numerical-discretization-is-a-solver-technique,,not-serious-candidate,not-applicable
L1041,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L696-697[U006314];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L700-701[U006316];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L702-703[U006317],RESOLVED,geometric-tiling-constraint,duplicate-polyomino-tiling-description,,not-serious-candidate,not-applicable
L1042,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L727-728[U006326];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L729-734[U006327];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L735-736[U006328];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L737-738[U006329],RESOLVED,arithmetic-equation-constraint,diophantine-equation-preset,,not-serious-candidate,not-applicable
L1043,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L727-728[U006326],RESOLVED,arithmetic-equation-constraint,diophantine-equation-preset,,not-serious-candidate,not-applicable
L1044,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L739-740[U006330];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L741-742[U006331],RESOLVED,arithmetic-equation-constraint,diophantine-equation-preset,,not-serious-candidate,not-applicable
L1045,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L45-46[U000969];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L47-48[U000970];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L49-50[U000971];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L99-100[U000996];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L101-102[U000997],WEAK,behavior-example,snowflake-like-ca-pattern-is-an-output-example,,not-serious-candidate,not-applicable
L1046,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L229-230[U001061];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L368-369[U006208],RESOLVED,scan-order-schedule,spiral-or-snake-is-a-grid-scan-preset,,not-serious-candidate,not-applicable
L1047,CHAPTERS/05-Two-Dimensions-and-Beyond.md:L371-372[U001130];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L379-380[U001134];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L381-382[U001135];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L387-388[U001138];CHAPTERS/05-Two-Dimensions-and-Beyond.md:L389-390[U001139];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L536-537[U006255],RESOLVED,multiway-string-rewrite,simple-multiway-rule-preset,,not-serious-candidate,not-applicable
L1048,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L10-11[U006080];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L12-15[U006081],RESOLVED,grid-seed,single-black-center-array-is-an-initial-condition,,not-serious-candidate,not-applicable
L1049,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L240[U006151],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1050,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L241[U006152],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1051,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L242[U006153],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1052,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L243[U006154],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1053,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L244[U006155],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1054,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L245[U006156],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1055,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L246[U006157],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1056,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L247[U006158],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1057,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L248-249[U006159],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1058,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L250-251[U006160];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L252[U006161],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1059,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L250-251[U006160];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L253[U006162],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1060,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L250-251[U006160];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L254[U006163],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1061,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L250-251[U006160];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L255[U006164],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1062,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L238-239[U006150];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L250-251[U006160];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L256-257[U006165],RESOLVED,pattern-generator-alias,alternate-recipe-for-the-same-sierpinski-pattern,,not-serious-candidate,not-applicable
L1063,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L290-291[U006177],RESOLVED,parallel-block-substitution,shape-and-orientation-encode-as-cell-colors,,not-serious-candidate,not-applicable
L1064,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L486-487[U006240];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L494-502[U006243];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L527-528[U006252],WEAK,implementation-technique,duplicate-multiway-code-representation,,not-serious-candidate,not-applicable
L1065,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L527-528[U006252],SERIOUS,multiway-rewrite,deduplication-and-state-merging-affect-branch-growth,C051,T30:retain-family,F034
L1066,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L538-539[U006256];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L540-541[U006257],RESOLVED,multiway-state-observer,stacked-sequences-or-reachability-rendering,,not-serious-candidate,not-applicable
L1067,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L542-543[U006258];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L544-545[U006259],RESOLVED,multiway-state-observer,stacked-sequences-or-reachability-rendering,,not-serious-candidate,not-applicable
L1068,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L629-630[U006292];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L631-639[U006293],WEAK,implementation-technique,constructs-a-finite-repetitive-array,,not-serious-candidate,not-applicable
L1069,BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L704-708[U006318];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L709-713[U006319];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L714-715[U006320];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L716-717[U006321];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L718-719[U006322],RESOLVED,energy-minimization-constraint,duplicate-spin-ground-state-description,,not-serious-candidate,not-applicable
L1070,CHAPTERS/06-Starting-from-Randomness.md:L9-10[U001227];CHAPTERS/06-Starting-from-Randomness.md:L187-188[U001316];CHAPTERS/06-Starting-from-Randomness.md:L203-204[U001324];CHAPTERS/06-Starting-from-Randomness.md:L217-218[U001331];CHAPTERS/06-Starting-from-Randomness.md:L221-222[U001333];CHAPTERS/06-Starting-from-Randomness.md:L389-390[U001416];CHAPTERS/06-Starting-from-Randomness.md:L399-400[U001421],RESOLVED,random-seed,random-cell-colors-are-an-initial-condition-recipe,,not-serious-candidate,not-applicable
L1071,CHAPTERS/06-Starting-from-Randomness.md:L13-14[U001229];CHAPTERS/06-Starting-from-Randomness.md:L17-18[U001231];CHAPTERS/06-Starting-from-Randomness.md:L19-20[U001232];CHAPTERS/06-Starting-from-Randomness.md:L21-22[U001233],RESOLVED,cellular-automaton-rule-preset,ca-rule-run-from-a-random-seed,,not-serious-candidate,not-applicable
L1072,CHAPTERS/06-Starting-from-Randomness.md:L25-26[U001235];CHAPTERS/06-Starting-from-Randomness.md:L27-28[U001236],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
L1073,CHAPTERS/06-Starting-from-Randomness.md:L33-34[U001239];CHAPTERS/06-Starting-from-Randomness.md:L35-36[U001240];CHAPTERS/06-Starting-from-Randomness.md:L527-528[U001485];CHAPTERS/06-Starting-from-Randomness.md:L529-530[U001486],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
L1074,CHAPTERS/06-Starting-from-Randomness.md:L39-40[U001242];CHAPTERS/06-Starting-from-Randomness.md:L41-42[U001243];CHAPTERS/06-Starting-from-Randomness.md:L43-44[U001244];CHAPTERS/06-Starting-from-Randomness.md:L431-432[U001437];CHAPTERS/06-Starting-from-Randomness.md:L433-434[U001438];CHAPTERS/06-Starting-from-Randomness.md:L435-436[U001439],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
L1075,CHAPTERS/06-Starting-from-Randomness.md:L45-46[U001245];CHAPTERS/06-Starting-from-Randomness.md:L369-370[U001406];CHAPTERS/06-Starting-from-Randomness.md:L371-372[U001407];CHAPTERS/06-Starting-from-Randomness.md:L375-376[U001409];CHAPTERS/06-Starting-from-Randomness.md:L377-378[U001410];CHAPTERS/06-Starting-from-Randomness.md:L397-398[U001420];CHAPTERS/06-Starting-from-Randomness.md:L399-400[U001421];CHAPTERS/06-Starting-from-Randomness.md:L457-458[U001450],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
L1076,CHAPTERS/06-Starting-from-Randomness.md:L47-48[U001246];CHAPTERS/06-Starting-from-Randomness.md:L357-358[U001400];CHAPTERS/06-Starting-from-Randomness.md:L359-360[U001401];CHAPTERS/06-Starting-from-Randomness.md:L361-362[U001402];CHAPTERS/06-Starting-from-Randomness.md:L407-408[U001425];CHAPTERS/06-Starting-from-Randomness.md:L409-410[U001426];CHAPTERS/06-Starting-from-Randomness.md:L411-412[U001427];CHAPTERS/06-Starting-from-Randomness.md:L413-414[U001428];CHAPTERS/06-Starting-from-Randomness.md:L415-416[U001429];CHAPTERS/06-Starting-from-Randomness.md:L417-418[U001430];CHAPTERS/06-Starting-from-Randomness.md:L419-420[U001431];CHAPTERS/06-Starting-from-Randomness.md:L427-428[U001435];CHAPTERS/06-Starting-from-Randomness.md:L437-438[U001440];CHAPTERS/06-Starting-from-Randomness.md:L439-440[U001441],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
L1077,CHAPTERS/06-Starting-from-Randomness.md:L49-50[U001247];CHAPTERS/06-Starting-from-Randomness.md:L477-478[U001460];CHAPTERS/06-Starting-from-Randomness.md:L479-480[U001461];CHAPTERS/06-Starting-from-Randomness.md:L481-482[U001462];CHAPTERS/06-Starting-from-Randomness.md:L483-484[U001463];CHAPTERS/06-Starting-from-Randomness.md:L485-486[U001464],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
L1078,CHAPTERS/06-Starting-from-Randomness.md:L51-52[U001248],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
L1079,CHAPTERS/06-Starting-from-Randomness.md:L55-56[U001250];CHAPTERS/06-Starting-from-Randomness.md:L383-384[U001413];CHAPTERS/06-Starting-from-Randomness.md:L385-386[U001414];CHAPTERS/06-Starting-from-Randomness.md:L397-398[U001420];CHAPTERS/06-Starting-from-Randomness.md:L399-400[U001421];CHAPTERS/06-Starting-from-Randomness.md:L449-450[U001446];CHAPTERS/06-Starting-from-Randomness.md:L451-452[U001447];CHAPTERS/06-Starting-from-Randomness.md:L453-454[U001448];CHAPTERS/06-Starting-from-Randomness.md:L457-458[U001450];CHAPTERS/06-Starting-from-Randomness.md:L467-468[U001455];CHAPTERS/06-Starting-from-Randomness.md:L469-470[U001456];CHAPTERS/06-Starting-from-Randomness.md:L471-472[U001457];CHAPTERS/06-Starting-from-Randomness.md:L473-474[U001458];CHAPTERS/06-Starting-from-Randomness.md:L483-484[U001463];CHAPTERS/06-Starting-from-Randomness.md:L485-486[U001464],RESOLVED,cellular-automaton-rule-preset,figure-routes-to-a-ca-rule-and-random-seed,,not-serious-candidate,not-applicable
